time,method,mean,sd
19,CE,0.5513131313131313,0.27793654736699197
19,MSY,0.3074747474747475,0.3271316177731805
19,TAC,0.4234343434343435,0.3858673999028575
20,CE,0.5171717171717172,0.26088597978150757
20,MSY,0.31232323232323234,0.3471345586900841
20,TAC,0.44383838383838387,0.38967900738292083
21,CE,0.5341414141414141,0.26579085881473824
21,MSY,0.32141414141414143,0.35474273111537813
21,TAC,0.4454545454545455,0.3979686107324626
22,CE,0.5193939393939394,0.26409445744806853
22,MSY,0.30363636363636365,0.3312874360744747
22,TAC,0.45858585858585865,0.41321588493669853
23,CE,0.5280808080808082,0.279190386516794
23,MSY,0.30929292929292934,0.3454235172712512
23,TAC,0.431919191919192,0.3893649469903821
24,CE,0.5202020202020202,0.2708464509982452
24,MSY,0.3082828282828283,0.35935559192453137
24,TAC,0.4363636363636364,0.3894307962988971
25,CE,0.5321212121212121,0.2736454368099461
25,MSY,0.2983838383838384,0.3445411503071545
25,TAC,0.44181818181818183,0.3953316631209072
26,CE,0.538989898989899,0.28707985519652024
26,MSY,0.29454545454545455,0.337155248242956
26,TAC,0.44909090909090915,0.3981392856410717
27,CE,0.5294949494949496,0.2733601849389811
27,MSY,0.28444444444444444,0.3342756897717459
27,TAC,0.44404040404040407,0.3998556885464575
28,CE,0.5202020202020202,0.2772546111731928
28,MSY,0.29151515151515156,0.3478681130356939
28,TAC,0.4565656565656566,0.4090597319457895
29,CE,0.530909090909091,0.280810796712204
29,MSY,0.29353535353535354,0.3557101328012022
29,TAC,0.44383838383838387,0.40555226782525405
30,CE,0.530909090909091,0.280693328207862
30,MSY,0.2957575757575758,0.3612537435672261
30,TAC,0.44040404040404046,0.3981614949251041
31,CE,0.5353535353535354,0.2748671843495075
31,MSY,0.28161616161616165,0.358680418244248
31,TAC,0.45212121212121215,0.40328242338738896
32,CE,0.5070707070707071,0.27197233653178227
32,MSY,0.27535353535353535,0.3446583875243773
32,TAC,0.45151515151515154,0.4023162375568648
33,CE,0.5282828282828284,0.27048091035992955
33,MSY,0.26626262626262626,0.3372432720789726
33,TAC,0.4282828282828283,0.3800119662803085
34,CE,0.5216161616161616,0.26175961485369764
34,MSY,0.27191919191919195,0.3451097970647382
34,TAC,0.42343434343434344,0.3747347826101884
35,CE,0.5422222222222223,0.27133831410493736
35,MSY,0.24080808080808083,0.3185907944383026
35,TAC,0.42909090909090913,0.39473124353808225
36,CE,0.5472727272727274,0.29063652786970257
36,MSY,0.24565656565656568,0.32368756840391205
36,TAC,0.4351515151515152,0.40313560562040246
37,CE,0.5393939393939394,0.2823395722296553
37,MSY,0.2282828282828283,0.3067889201600522
37,TAC,0.44363636363636366,0.4065924909440768
38,CE,0.5363636363636364,0.2930699907329745
38,MSY,0.22949494949494953,0.3237486947758696
38,TAC,0.4460606060606061,0.40671170808721707
39,CE,0.5303030303030304,0.2685076036020949
39,MSY,0.23232323232323235,0.3277726722874702
39,TAC,0.4153535353535354,0.38569001190021635
40,CE,0.5701010101010101,0.2820047187004687
40,MSY,0.24303030303030304,0.34026221281600716
40,TAC,0.412929292929293,0.38226518043284746
41,CE,0.5503030303030303,0.27891117523038583
41,MSY,0.2367676767676768,0.33068492431909496
41,TAC,0.42080808080808085,0.3864133179754863
42,CE,0.5238383838383839,0.2773122960777622
42,MSY,0.2270707070707071,0.318712920948489
42,TAC,0.41131313131313135,0.38231047157051445
43,CE,0.5191919191919192,0.26763296802322634
43,MSY,0.2367676767676768,0.34104427706545126
43,TAC,0.3947474747474748,0.3713032745344677
44,CE,0.5311111111111112,0.27166590513637695
44,MSY,0.2282828282828283,0.32779782558904125
44,TAC,0.3850505050505051,0.36415544128303495
45,CE,0.5305050505050506,0.2785488181245397
45,MSY,0.22020202020202023,0.3261714653121988
45,TAC,0.39151515151515154,0.374414077538814
46,CE,0.5268686868686869,0.2608177075271149
46,MSY,0.2161616161616162,0.3110061478452658
46,TAC,0.40262626262626267,0.38642611993275605
47,CE,0.5272727272727273,0.27704822989853606
47,MSY,0.2080808080808081,0.30478017361966586
47,TAC,0.40121212121212124,0.37234102992006113
48,CE,0.5773737373737374,0.29046747420744984
48,MSY,0.20787878787878789,0.31713324222675454
48,TAC,0.41111111111111115,0.3846631385397118
49,CE,0.5101010101010102,0.2687838184378782
49,MSY,0.20020202020202021,0.3148213785205764
49,TAC,0.42101010101010106,0.39409994138493865
50,CE,0.5371717171717172,0.28982690196526933
50,MSY,0.19131313131313132,0.2983822695845219
50,TAC,0.42181818181818187,0.3947015824169755
51,CE,0.5347474747474747,0.27839833846667755
51,MSY,0.20242424242424245,0.3153170748603752
51,TAC,0.4181818181818182,0.40313642369479086
52,CE,0.5553535353535354,0.2850568111973518
52,MSY,0.19656565656565658,0.31255783790008446
52,TAC,0.4258585858585859,0.41219882794411405
53,CE,0.5397979797979798,0.27689313828195644
53,MSY,0.20484848484848486,0.32621595112101837
53,TAC,0.41191919191919196,0.4002875914379229
54,CE,0.5325252525252525,0.27557148500352996
54,MSY,0.1997979797979798,0.31965285421858286
54,TAC,0.3894949494949495,0.3807606215336595
55,CE,0.5090909090909091,0.26606493592616276
55,MSY,0.19191919191919193,0.31407941881173684
55,TAC,0.3846464646464647,0.37407414295147884
56,CE,0.5141414141414142,0.27272727272727276
56,MSY,0.19272727272727275,0.316288802609733
56,TAC,0.3967676767676768,0.38534996828452933
57,CE,0.5212121212121212,0.2674557709957397
57,MSY,0.2062626262626263,0.3368141221876432
57,TAC,0.3991919191919192,0.3833506908798182
58,CE,0.5252525252525253,0.2782434808362682
58,MSY,0.1973737373737374,0.3225282480767417
58,TAC,0.4076767676767677,0.3833534868331711
59,CE,0.5204040404040404,0.26896389568851103
59,MSY,0.1876767676767677,0.31344606684731535
59,TAC,0.41535353535353536,0.3918613353571626
60,CE,0.5404040404040404,0.2719401247811194
60,MSY,0.19151515151515153,0.3295535357626477
60,TAC,0.43393939393939396,0.40823735936676486
61,CE,0.5250505050505051,0.26959730923044223
61,MSY,0.1696969696969697,0.29230412937905953
61,TAC,0.4096969696969697,0.38767041983425066
62,CE,0.5159595959595961,0.26142930833792777
62,MSY,0.17616161616161619,0.29722813095489625
62,TAC,0.4050505050505051,0.39217739105266713
63,CE,0.5236363636363637,0.2692788367877474
63,MSY,0.17030303030303032,0.29529640396724605
63,TAC,0.41535353535353536,0.40981809227122656
64,CE,0.5327272727272727,0.28404500190252524
64,MSY,0.17515151515151517,0.3064064553607713
64,TAC,0.4064646464646465,0.399776295042103
65,CE,0.5397979797979798,0.2908631736030028
65,MSY,0.15636363636363637,0.2839138436286787
65,TAC,0.3777777777777778,0.3788004623288203
66,CE,0.5321212121212122,0.27326855482561574
66,MSY,0.1505050505050505,0.27500025882356405
66,TAC,0.3775757575757576,0.38520204123818236
67,CE,0.5171717171717172,0.2724039848336331
67,MSY,0.13656565656565658,0.25494193068141846
67,TAC,0.3771717171717172,0.3902350696015851
68,CE,0.5197979797979798,0.2736851299375126
68,MSY,0.14585858585858588,0.2722462475241136
68,TAC,0.3870707070707071,0.39126544170296346
69,CE,0.5733333333333334,0.2950383738016166
69,MSY,0.15595959595959596,0.28032592186592514
69,TAC,0.38767676767676773,0.39939885715693474
70,CE,0.556969696969697,0.28646711015015186
70,MSY,0.1575757575757576,0.2874260075125592
70,TAC,0.3993939393939394,0.40774604134629083
71,CE,0.5737373737373738,0.29644930239804895
71,MSY,0.1597979797979798,0.29515453274991726
71,TAC,0.39151515151515154,0.39681094693684105
72,CE,0.5484848484848486,0.2840989863831494
72,MSY,0.15616161616161617,0.2958765844986981
72,TAC,0.3804040404040404,0.39040405690313545
73,CE,0.531919191919192,0.27534003751548636
73,MSY,0.1585858585858586,0.3006658768366297
73,TAC,0.3777777777777778,0.39758644988662367
74,CE,0.5385858585858586,0.2780985431273962
74,MSY,0.15131313131313132,0.27724152632916904
74,TAC,0.3983838383838384,0.41251274286828526
75,CE,0.5303030303030304,0.2868283748410379
75,MSY,0.14020202020202022,0.2568059983263229
75,TAC,0.3806060606060606,0.3958846277486965
76,CE,0.5420202020202021,0.2788954335766345
76,MSY,0.1484848484848485,0.2724701860911886
76,TAC,0.3761616161616162,0.3933362202539225
77,CE,0.5161616161616162,0.2693200918918642
77,MSY,0.15656565656565657,0.29529807920427276
77,TAC,0.39333333333333337,0.41223658035780303
78,CE,0.5436363636363637,0.2811484652125149
78,MSY,0.15494949494949495,0.2943567736237823
78,TAC,0.3961616161616162,0.4286447389259746
79,CE,0.5355555555555556,0.2730614254371658
79,MSY,0.14424242424242426,0.29056453424322104
79,TAC,0.3965656565656566,0.4195930755200482
80,CE,0.5321212121212122,0.2817361981538509
80,MSY,0.14727272727272728,0.28727242878699916
80,TAC,0.395959595959596,0.4221431778731237
81,CE,0.5422222222222223,0.28492988045714557
81,MSY,0.14606060606060609,0.2954443465982849
81,TAC,0.3947474747474748,0.42014060125800806
82,CE,0.5161616161616162,0.27688264190153317
82,MSY,0.14222222222222222,0.29012296143899124
82,TAC,0.38242424242424244,0.3990225602979326
83,CE,0.5242424242424243,0.2792842067563631
83,MSY,0.13131313131313133,0.2735441819617585
83,TAC,0.381010101010101,0.40716089145248757
84,CE,0.5448484848484849,0.2918589030234624
84,MSY,0.14181818181818182,0.2984585930596308
84,TAC,0.37898989898989904,0.4070100033147231
85,CE,0.553939393939394,0.2969103468238701
85,MSY,0.1395959595959596,0.29772722621213565
85,TAC,0.3747474747474748,0.40841802571890473
86,CE,0.5250505050505051,0.2799199661003289
86,MSY,0.1272727272727273,0.27613906629753326
86,TAC,0.3775757575757576,0.4119288599246962
87,CE,0.5206060606060606,0.28436701543748616
87,MSY,0.1303030303030303,0.28586379549080737
87,TAC,0.36929292929292934,0.398658989526021
88,CE,0.5305050505050506,0.28295389808886884
88,MSY,0.1274747474747475,0.27527475107049537
88,TAC,0.3527272727272728,0.37782977151319774
89,CE,0.5325252525252526,0.27461240130256515
89,MSY,0.1284848484848485,0.2811400339415445
89,TAC,0.3383838383838384,0.36521299987582706
90,CE,0.5274747474747475,0.27867125878111054
90,MSY,0.13070707070707072,0.2930429819946027
90,TAC,0.3434343434343435,0.37312607015687965
91,CE,0.5175757575757576,0.27850678378797433
91,MSY,0.13313131313131313,0.29789333628427517
91,TAC,0.34585858585858587,0.38099008175082405
92,CE,0.5347474747474747,0.2835191323451544
92,MSY,0.12404040404040405,0.27905746360282796
92,TAC,0.35171717171717176,0.39768592478075715
93,CE,0.5329292929292929,0.2966825542547314
93,MSY,0.12040404040404042,0.276369173396817
93,TAC,0.3470707070707071,0.3868965644070597
94,CE,0.5260606060606061,0.2958914227433967
94,MSY,0.10626262626262627,0.24326657049614658
94,TAC,0.33212121212121215,0.37588152774107253
95,CE,0.518989898989899,0.28166997934227717
95,MSY,0.09676767676767678,0.22481893625834534
95,TAC,0.32383838383838387,0.37358380021297555
96,CE,0.5337373737373737,0.2907937169892898
96,MSY,0.0997979797979798,0.2282496885688436
96,TAC,0.3357575757575758,0.3927383657529169
97,CE,0.5105050505050506,0.28836899356060636
97,MSY,0.09454545454545456,0.22237762511993292
97,TAC,0.33090909090909093,0.39794172897745744
98,CE,0.521010101010101,0.2942060421818484
98,MSY,0.09090909090909091,0.21832952332710553
98,TAC,0.33232323232323235,0.39392892914346855
99,CE,0.5250505050505051,0.2925084846723096
99,MSY,0.08242424242424243,0.2109969673003758
99,TAC,0.32202020202020204,0.38149332781103795
1,POMDP,0.16161616161616163,0
2,POMDP,0.27171717171717175,0.15034065067814215
3,POMDP,0.40646464646464653,0.24727787541996638
4,POMDP,0.4965656565656566,0.3032163493772824
5,POMDP,0.5604040404040405,0.2916210155300372
6,POMDP,0.5684848484848485,0.28614695571317667
7,POMDP,0.5888888888888889,0.2973708843903015
8,POMDP,0.5983838383838385,0.29712686549360773
9,POMDP,0.596969696969697,0.300638453514359
10,POMDP,0.6012121212121213,0.3033514606013682
11,POMDP,0.5858585858585859,0.29600397411748564
12,POMDP,0.5951515151515152,0.29120794317331555
13,POMDP,0.6092929292929293,0.29910348964734307
14,POMDP,0.6183838383838385,0.2994640333747511
15,POMDP,0.6173737373737375,0.29703722370335095
16,POMDP,0.5860606060606061,0.2871748302844552
17,POMDP,0.6072727272727273,0.301370415615318
18,POMDP,0.6006060606060607,0.2952489349681877
19,POMDP,0.6216161616161616,0.3106925711715276
20,POMDP,0.6084848484848485,0.3053177616950038
21,POMDP,0.6113131313131314,0.3140678681840083
22,POMDP,0.5989898989898991,0.305035369038748
23,POMDP,0.5624242424242425,0.28555133806315014
24,POMDP,0.5735353535353536,0.3051910178826129
25,POMDP,0.5814141414141415,0.2890504513112541
26,POMDP,0.5991919191919193,0.2922649196914789
27,POMDP,0.5707070707070707,0.2828920446441003
28,POMDP,0.5961616161616162,0.2985899894770662
29,POMDP,0.6010101010101011,0.28920436873598127
30,POMDP,0.6301010101010102,0.30779768578741
31,POMDP,0.6258585858585859,0.30719821860236396
32,POMDP,0.6361616161616163,0.3087711818299835
33,POMDP,0.5957575757575758,0.2952578708922559
34,POMDP,0.6111111111111112,0.30207481235497485
35,POMDP,0.5915151515151515,0.288629415353559
36,POMDP,0.5941414141414142,0.2995906543807244
37,POMDP,0.6098989898989899,0.3001900015212582
38,POMDP,0.6151515151515152,0.30782018578470405
39,POMDP,0.6084848484848485,0.3000744179997551
40,POMDP,0.5907070707070707,0.29099127046118145
41,POMDP,0.5860606060606061,0.29672027711569665
42,POMDP,0.5909090909090909,0.30549452094265805
43,POMDP,0.5997979797979799,0.29513497822033596
44,POMDP,0.5987878787878789,0.2986317507928385
45,POMDP,0.5751515151515152,0.29269107821364054
46,POMDP,0.5995959595959597,0.3076929989931101
47,POMDP,0.6189898989898991,0.31172136994581406
48,POMDP,0.6143434343434344,0.3136537995071649
49,POMDP,0.6189898989898991,0.31640738783311256
50,POMDP,0.5882828282828283,0.3006919952254432
51,POMDP,0.5892929292929293,0.29310768626886513
52,POMDP,0.6133333333333334,0.3125270392064241
53,POMDP,0.5838383838383839,0.30946472783885415
54,POMDP,0.6034343434343434,0.3171119230178163
55,POMDP,0.6036363636363636,0.32179150357239367
56,POMDP,0.6036363636363636,0.32351635311940635
57,POMDP,0.6014141414141415,0.3071294360627592
58,POMDP,0.5977777777777779,0.30721318095912287
59,POMDP,0.5870707070707071,0.3035240001061526
60,POMDP,0.5997979797979799,0.309240784094731
61,POMDP,0.6189898989898991,0.3132385254416404
62,POMDP,0.6004040404040405,0.3123365078730948
63,POMDP,0.6044444444444445,0.30972012301127405
64,POMDP,0.5963636363636364,0.3045904808049179
65,POMDP,0.5743434343434344,0.3063956918459834
66,POMDP,0.6028282828282828,0.31574482594264114
67,POMDP,0.6028282828282828,0.320642106108329
68,POMDP,0.5838383838383839,0.3163810683579459
69,POMDP,0.5802020202020203,0.3050854366394998
70,POMDP,0.566868686868687,0.3060936883891513
71,POMDP,0.6103030303030303,0.3242674858827251
72,POMDP,0.5818181818181819,0.31375767995588794
73,POMDP,0.5872727272727273,0.3100337524735173
74,POMDP,0.5915151515151515,0.31713044741208896
75,POMDP,0.5771717171717172,0.30654365704604963
76,POMDP,0.5648484848484849,0.30937706194540043
77,POMDP,0.5701010101010101,0.3107950538354434
78,POMDP,0.5755555555555556,0.30804937776753455
79,POMDP,0.5608080808080809,0.3021668479219753
80,POMDP,0.5620202020202021,0.3053326136785683
81,POMDP,0.5886868686868687,0.32054309324054053
82,POMDP,0.6092929292929293,0.32205325203055757
83,POMDP,0.5707070707070707,0.2984640489225045
84,POMDP,0.5527272727272727,0.3055774322836402
85,POMDP,0.5620202020202021,0.30587219589963854
86,POMDP,0.6024242424242425,0.32058630261616455
87,POMDP,0.5842424242424243,0.3223342283019037
88,POMDP,0.5537373737373738,0.31661024793952725
89,POMDP,0.596969696969697,0.32615724626709997
90,POMDP,0.6212121212121212,0.3254613353773398
91,POMDP,0.5923232323232324,0.3144123668153127
92,POMDP,0.591919191919192,0.32404117753681605
93,POMDP,0.5662626262626264,0.3037634229473687
94,POMDP,0.5806060606060607,0.31312137323731454
95,POMDP,0.5785858585858586,0.30871810657272275
96,POMDP,0.5820202020202021,0.31330662470039045
97,POMDP,0.5650505050505051,0.2960103108243002
98,POMDP,0.5591919191919192,0.3013438772210055
99,POMDP,0.5800000000000001,0.3036798127179433
